URL,Page type,Current WordPress status,Current robots setting,Placeholder count,Photo marker count,Verification marker count,Phone verified,Form dependency,Business-evidence dependency,Index-ready,Exact missing evidence,Recommended action,Page ID,Slug,Page class,Tier,Build status,Blocking marker IDs,Blocking count,Clearable by,Wave assignment,Effective robots directive,Withdrawn,Withdrawal reason
/concreters-leumeah/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1406,concreters-leumeah,suburb,3,built,EV-0223;EV-0224,2,research,none — unresearched,"noindex,follow",no,
/concreters-macquarie-fields/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1410,concreters-macquarie-fields,suburb,4,built,EV-0231;EV-0232,2,research,none — unresearched,"noindex,follow",no,
/concreters-menangle-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1416,concreters-menangle-park,suburb,3,built,EV-0243;EV-0244,2,research,none — unresearched,"noindex,follow",no,
/concreters-menangle/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1422,concreters-menangle,suburb,4,built,EV-0255;EV-0256,2,research,none — unresearched,"noindex,follow",no,
/concreters-middleton-grange/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1390,concreters-middleton-grange,suburb,2,built,EV-0191;EV-0192,2,research,3 pending Stage 27,"noindex,follow",no,
/concreters-minto/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1407,concreters-minto,suburb,3,built,EV-0225;EV-0226,2,research,none — unresearched,"noindex,follow",no,
/concreters-moorebank/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1400,concreters-moorebank,suburb,3,built,EV-0211;EV-0212,2,research,none — unresearched,"noindex,follow",no,
/concreters-mount-annan/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Mount Annan; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1375,concreters-mount-annan,suburb,2,built,EV-0071;EV-0072;EV-0073,3,photo,3 pending Stage 27,"noindex,follow",no,
/concreters-narellan-vale/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1373,concreters-narellan-vale,suburb,3,built,EV-0171;EV-0172,2,research,none — unresearched,"noindex,follow",no,
/concreters-narellan/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Narellan; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1372,concreters-narellan,suburb,2,built,EV-0068;EV-0069;EV-0070,3,photo,3 pending Stage 27,"noindex,follow",no,
/concreters-picton/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1418,concreters-picton,suburb,3,built,EV-0247;EV-0248,2,research,none — unresearched,"noindex,follow",no,
/concreters-prestons/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1398,concreters-prestons,suburb,3,built,EV-0207;EV-0208,2,research,none — unresearched,"noindex,follow",no,
/concreters-raby/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1411,concreters-raby,suburb,4,built,EV-0233;EV-0234,2,research,none — unresearched,"noindex,follow",no,
/concreters-rossmore/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1389,concreters-rossmore,suburb,4,built,EV-0189;EV-0190,2,research,none — unresearched,"noindex,follow",no,
/concreters-smeaton-grange/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1374,concreters-smeaton-grange,suburb,3,built,EV-0173;EV-0174,2,research,none — unresearched,"noindex,follow",no,
/concreters-spring-farm/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Spring Farm; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1377,concreters-spring-farm,suburb,2,built,EV-0077;EV-0078;EV-0079,3,photo,3 pending Stage 27,"noindex,follow",no,
/concreters-tahmoor/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1419,concreters-tahmoor,suburb,3,built,EV-0249;EV-0250,2,research,none — unresearched,"noindex,follow",no,
/concreters-the-oaks/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1423,concreters-the-oaks,suburb,4,built,EV-0257;EV-0258,2,research,none — unresearched,"noindex,follow",no,
/concreters-theresa-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1384,concreters-theresa-park,suburb,4,built,EV-0183;EV-0184,2,research,none — unresearched,"noindex,follow",no,
/concreters-wattle-grove/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1402,concreters-wattle-grove,suburb,4,built,EV-0215;EV-0216,2,research,none — unresearched,"noindex,follow",no,
/concreters-west-hoxton/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1391,concreters-west-hoxton,suburb,3,built,EV-0193;EV-0194,2,research,none — unresearched,"noindex,follow",no,
/concreters-wilton/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1417,concreters-wilton,suburb,2,built,EV-0245;EV-0246,2,research,3 pending Stage 27,"noindex,follow",no,
/concrete-crossovers-and-laybacks-oran-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",3,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete crossovers and laybacks in Oran Park and the site inputs behind it; verified CoreX ABN; verified CoreX business address; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1467,concrete-crossovers-and-laybacks-oran-park,intersection,,built,EV-0118;EV-0119;EV-0120,3,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-driveways-oran-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete driveways in Oran Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1468,concrete-driveways-oran-park,intersection,,built,EV-0121,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/shed-and-garage-slabs-oran-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for shed and garage slabs in Oran Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1469,shed-and-garage-slabs-oran-park,intersection,,built,EV-0122,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/exposed-aggregate-oran-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for exposed aggregate concrete in Oran Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1470,exposed-aggregate-oran-park,intersection,,built,EV-0123,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-crossovers-and-laybacks-leppington/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",3,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete crossovers and laybacks in Leppington and the site inputs behind it; verified CoreX ABN; verified CoreX business address; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1471,concrete-crossovers-and-laybacks-leppington,intersection,,built,EV-0124;EV-0125;EV-0126,3,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-slabs-leppington/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete slabs in Leppington and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1472,concrete-slabs-leppington,intersection,,built,EV-0127,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-driveways-leppington/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete driveways in Leppington and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1473,concrete-driveways-leppington,intersection,,built,EV-0128,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/commercial-concreting-gregory-hills/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for commercial concreting in Gregory Hills and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1474,commercial-concreting-gregory-hills,intersection,,built,EV-0129,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-slabs-gregory-hills/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete slabs in Gregory Hills and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1475,concrete-slabs-gregory-hills,intersection,,built,EV-0130,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-slabs-gledswood-hills/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete slabs in Gledswood Hills and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1476,concrete-slabs-gledswood-hills,intersection,,built,EV-0131,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/exposed-aggregate-gledswood-hills/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for exposed aggregate concrete in Gledswood Hills and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1477,exposed-aggregate-gledswood-hills,intersection,,built,EV-0132,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-patios-gledswood-hills/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",3,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete patios and alfresco slabs in Gledswood Hills and the site inputs behind it; verified CoreX ABN; verified CoreX business address; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1478,concrete-patios-gledswood-hills,intersection,,built,EV-0133;EV-0134;EV-0135,3,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-driveways-austral/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete driveways in Austral and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1479,concrete-driveways-austral,intersection,,built,EV-0136,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-slabs-austral/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete slabs in Austral and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1480,concrete-slabs-austral,intersection,,built,EV-0137,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-crossovers-and-laybacks-austral/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",3,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for concrete crossovers and laybacks in Austral and the site inputs behind it; verified CoreX ABN; verified CoreX business address; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1481,concrete-crossovers-and-laybacks-austral,intersection,,built,EV-0138;EV-0139;EV-0140,3,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/exposed-aggregate-harrington-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for exposed aggregate concrete in Harrington Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1482,exposed-aggregate-harrington-park,intersection,,built,EV-0141,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/decorative-concrete-harrington-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for decorative concrete in Harrington Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1483,decorative-concrete-harrington-park,intersection,,built,EV-0142,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-driveway-replacement-harrington-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete driveway replacement in Harrington Park and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1484,concrete-driveway-replacement-harrington-park,intersection,,built,EV-0143,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-driveways-catherine-field/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete driveways in Catherine Field and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1485,concrete-driveways-catherine-field,intersection,,built,EV-0144,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/shed-and-garage-slabs-catherine-field/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",1,0,0,no — global contact presentation unverified,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; verified global header/footer phone after Astra settings are supplied; real CoreX quoted range for shed and garage slabs in Catherine Field and the site inputs behind it; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1486,shed-and-garage-slabs-catherine-field,intersection,,built,EV-0145,1,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
/concrete-paths-edmondson-park/,intersection,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",3,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; real CoreX quoted range for concrete paths and pathways in Edmondson Park and the site inputs behind it; verified CoreX ABN; verified CoreX business address; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change.",1487,concrete-paths-edmondson-park,intersection,,built,EV-0146;EV-0147;EV-0148,3,owner fact,none — WITHDRAWN (D16),"noindex,follow",YES,DECISION-03 D16 — entirely template filler; withdrawn from the architecture and excluded at import. Not deleted from the immutable WXR. Rebuild input retained in intersection-differentiators.json.
